"Feature"	"FeatureName"	"Mean.Timberlake_Field(n=5)"	"Mean.Timberlake_Lab(n=18)"	"StdErr.Timberlake_Field(n=5)"	"StdErr.Timberlake_Lab(n=18)"	"MWTest.UStat"	"MWTest.Pval"	"MWTest.adjPval"	"3300017993.Timberlake_Field"	"3300017994.Timberlake_Field"	"3300017930.Timberlake_Field"	"3300017936.Timberlake_Field"	"3300017927.Timberlake_Field"	"3300017822.Timberlake_Lab"	"3300017821.Timberlake_Lab"	"3300017937.Timberlake_Lab"	"3300018001.Timberlake_Lab"	"3300018006.Timberlake_Lab"	"3300017823.Timberlake_Lab"	"3300017995.Timberlake_Lab"	"3300017932.Timberlake_Lab"	"3300017926.Timberlake_Lab"	"3300017928.Timberlake_Lab"	"3300017942.Timberlake_Lab"	"3300018007.Timberlake_Lab"	"3300017924.Timberlake_Lab"	"3300017934.Timberlake_Lab"	"3300017933.Timberlake_Lab"	"3300017943.Timberlake_Lab"	"3300018012.Timberlake_Lab"	"3300017955.Timberlake_Lab"
"M00726"	"Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF"	"71.2"	"34.7777777777778"	"6.88040696470783"	"4.6635532720532"	"81"	"0.00812891943802949"	"0.0598414964458858"	"58"	"57"	"69"	"94"	"78"	"20"	"18"	"95"	"62"	"31"	"30"	"29"	"25"	"18"	"27"	"38"	"37"	"28"	"22"	"24"	"32"	"26"	"64"
"M00736"	"Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A"	"11.2"	"20.0555555555556"	"2.1540659228538"	"2.22209966982332"	"15.5"	"0.0299154133993515"	"0.130701865685262"	"14"	"16"	"6"	"14"	"6"	"16"	"16"	"18"	"23"	"5"	"16"	"17"	"23"	"34"	"32"	"33"	"35"	"18"	"7"	"9"	"27"	"9"	"23"
"M00740"	"Methylaspartate cycle"	"2770.4"	"2599.5"	"128.132977800409"	"187.027701453852"	"52.5"	"0.601755184197934"	"0.791556102511261"	"2616"	"2623"	"2844"	"3239"	"2530"	"1978"	"1552"	"2546"	"2790"	"2993"	"2847"	"2668"	"2044"	"1609"	"1845"	"2699"	"2941"	"1916"	"2623"	"2473"	"3674"	"2685"	"4908"
"M00741"	"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA"	"1796.8"	"2009.55555555556"	"78.6590109269116"	"145.249396120424"	"37"	"0.587357722369164"	"0.77819597151438"	"1843"	"1779"	"1747"	"2051"	"1564"	"1447"	"1219"	"2103"	"2175"	"2104"	"2167"	"1949"	"1700"	"1449"	"1512"	"2273"	"2353"	"1493"	"1782"	"1911"	"2994"	"1736"	"3805"
"M00744"	"Cationic antimicrobial peptide (CAMP) resistance, protease PgtE"	"42.2"	"25.6111111111111"	"4.40908153700972"	"2.64592285800543"	"77.5"	"0.0170180063317351"	"0.0879663144189688"	"35"	"37"	"43"	"59"	"37"	"27"	"8"	"42"	"43"	"29"	"31"	"26"	"16"	"10"	"12"	"17"	"30"	"22"	"15"	"21"	"39"	"32"	"41"
"M00745"	"Imipenem resistance, repression of porin OprD"	"192.4"	"195.388888888889"	"16.7946420027341"	"18.1024930375831"	"45"	"1"	"1"	"139"	"178"	"220"	"235"	"190"	"192"	"86"	"182"	"162"	"231"	"191"	"230"	"118"	"101"	"140"	"210"	"256"	"121"	"154"	"195"	"281"	"263"	"404"
"M00761"	"Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N"	"115.8"	"72"	"11.8633890604667"	"8.95705075177844"	"77"	"0.0150970311153378"	"0.0826956779004324"	"94"	"95"	"111"	"159"	"120"	"52"	"38"	"57"	"102"	"91"	"100"	"84"	"28"	"24"	"37"	"59"	"68"	"31"	"77"	"72"	"146"	"70"	"160"
"M00763"	"Ornithine biosynthesis, mediated by LysW, glutamate => ornithine"	"143"	"219.777777777778"	"8.50294066779252"	"25.0897155655558"	"26"	"0.173556420696009"	"0.405701951563282"	"139"	"116"	"143"	"169"	"148"	"115"	"223"	"59"	"381"	"325"	"305"	"178"	"150"	"70"	"109"	"212"	"225"	"91"	"342"	"224"	"294"	"255"	"398"
"M00769"	"Multidrug resistance, efflux pump MexPQ-OpmE"	"9.8"	"10.3333333333333"	"1.24096736459909"	"1.44167658389426"	"46"	"0.970145898301804"	"1"	"7"	"9"	"14"	"8"	"11"	"12"	"1"	"10"	"14"	"24"	"5"	"16"	"5"	"3"	"5"	"10"	"15"	"6"	"8"	"8"	"18"	"8"	"18"
"M00773"	"Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin"	"2.2"	"5.88888888888889"	"0.66332495807108"	"0.82402205412174"	"16.5"	"0.0358669600698922"	"0.147900835344387"	"3"	"0"	"4"	"2"	"2"	"11"	"2"	"7"	"13"	"8"	"4"	"4"	"1"	"1"	"2"	"7"	"9"	"5"	"6"	"3"	"9"	"5"	"9"
"M00774"	"Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B"	"1"	"1.88888888888889"	"0.316227766016838"	"0.360545056596086"	"29"	"0.209585419600105"	"0.471888644130298"	"1"	"1"	"0"	"2"	"1"	"2"	"1"	"2"	"6"	"1"	"0"	"3"	"2"	"1"	"1"	"5"	"1"	"2"	"1"	"1"	"1"	"1"	"3"
"M00775"	"Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin"	"0.2"	"4.88888888888889"	"0.2"	"1.08431746819038"	"10"	"0.00883241407583443"	"0.0598414964458858"	"0"	"0"	"1"	"0"	"0"	"4"	"0"	"9"	"12"	"3"	"1"	"4"	"2"	"15"	"7"	"12"	"8"	"4"	"2"	"1"	"0"	"0"	"4"
"M00776"	"Pikromycin/methymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin"	"2"	"3.94444444444444"	"1.04880884817015"	"0.810358680458793"	"29"	"0.241826018090501"	"0.501413269148101"	"2"	"6"	"1"	"1"	"0"	"5"	"0"	"10"	"13"	"5"	"1"	"2"	"5"	"3"	"3"	"7"	"1"	"5"	"1"	"2"	"5"	"0"	"3"
"M00777"	"Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b"	"0.4"	"4.27777777777778"	"0.244948974278318"	"1.05038292287948"	"14.5"	"0.0226510184495527"	"0.103930573696342"	"1"	"1"	"0"	"0"	"0"	"4"	"0"	"11"	"11"	"2"	"2"	"3"	"3"	"11"	"13"	"8"	"1"	"5"	"1"	"1"	"0"	"0"	"1"
"M00778"	"Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide"	"60.8"	"84.6666666666667"	"2.87054001888146"	"6.31679988477661"	"23"	"0.108691736841919"	"0.295480499414698"	"70"	"60"	"54"	"64"	"56"	"64"	"68"	"108"	"98"	"56"	"55"	"67"	"96"	"130"	"108"	"114"	"99"	"57"	"49"	"74"	"100"	"55"	"126"
"M00779"	"Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin"	"9"	"11.2222222222222"	"1.34164078649987"	"1.10718259753515"	"37"	"0.573870021120521"	"0.77725181900007"	"12"	"10"	"10"	"4"	"9"	"12"	"8"	"12"	"17"	"13"	"10"	"9"	"7"	"7"	"8"	"9"	"10"	"3"	"13"	"8"	"20"	"15"	"21"
"M00780"	"Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline"	"5.6"	"8.22222222222222"	"1.6"	"0.806653522642694"	"26"	"0.166238657449814"	"0.399929638712727"	"7"	"11"	"5"	"3"	"2"	"6"	"9"	"12"	"15"	"8"	"5"	"6"	"11"	"7"	"10"	"13"	"2"	"8"	"4"	"6"	"10"	"5"	"11"
"M00781"	"Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone"	"5.2"	"4.55555555555556"	"0.734846922834953"	"0.696500225085345"	"58"	"0.346805750627423"	"0.630087675644873"	"7"	"4"	"7"	"4"	"4"	"2"	"4"	"11"	"2"	"3"	"2"	"5"	"7"	"11"	"6"	"4"	"6"	"3"	"1"	"3"	"5"	"1"	"6"
"M00782"	"Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin"	"1.4"	"2"	"0.4"	"0.280056016805602"	"34.5"	"0.434619337701828"	"0.705551530454868"	"2"	"2"	"0"	"1"	"2"	"2"	"3"	"1"	"0"	"1"	"2"	"2"	"4"	"4"	"1"	"3"	"4"	"2"	"2"	"1"	"2"	"1"	"1"
"M00783"	"Tetracenomycin C/8-demethyltetracenomycin C biosynthesis, tetracenomycin F2 => tetracenomycin C/8-demethyltetracenomycin C"	"15.8"	"13.5555555555556"	"1.74355957741627"	"1.31164274144715"	"59.5"	"0.294440082650977"	"0.566935044105346"	"14"	"20"	"12"	"20"	"13"	"9"	"8"	"20"	"18"	"15"	"11"	"8"	"17"	"14"	"17"	"15"	"8"	"12"	"5"	"13"	"13"	"12"	"29"
"M00784"	"Elloramycin biosynthesis, 8-demethyltetracenomycin C => elloramycin A"	"5.8"	"5.61111111111111"	"1.113552872566"	"0.911577275930427"	"47.5"	"0.880347665050268"	"0.920477473143727"	"4"	"4"	"6"	"10"	"5"	"11"	"1"	"5"	"2"	"5"	"6"	"4"	"1"	"4"	"5"	"5"	"7"	"1"	"7"	"3"	"15"	"7"	"12"
"M00785"	"Cycloserine biosynthesis, arginine/serine => cycloserine"	"8.8"	"2.77777777777778"	"0.734846922834953"	"1.06812264465427"	"83"	"0.00468231075730498"	"0.0520729711494221"	"8"	"7"	"11"	"10"	"8"	"0"	"3"	"19"	"8"	"1"	"1"	"1"	"1"	"3"	"1"	"2"	"2"	"4"	"0"	"0"	"0"	"0"	"4"
"M00786"	"Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A"	"0"	"0.222222222222222"	"0"	"0.129239999563956"	"37.5"	"0.372573945059307"	"0.651117323032217"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"0"
"M00787"	"Bacilysin biosynthesis, prephenate => bacilysin"	"45.6"	"29.6666666666667"	"3.37045990927054"	"3.51374518551903"	"76"	"0.022803378298852"	"0.103930573696342"	"57"	"46"	"41"	"47"	"37"	"26"	"6"	"23"	"40"	"26"	"38"	"29"	"28"	"15"	"17"	"27"	"42"	"20"	"26"	"23"	"63"	"22"	"63"
"M00789"	"Rebeccamycin biosynthesis, tryptophan => rebeccamycin"	"26.2"	"14.6111111111111"	"2.41660919471891"	"6.84474842292469"	"78"	"0.0150140967731358"	"0.0826956779004324"	"18"	"28"	"32"	"29"	"24"	"3"	"16"	"65"	"113"	"0"	"0"	"1"	"1"	"3"	"5"	"3"	"10"	"9"	"2"	"3"	"2"	"26"	"1"
"M00790"	"Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin"	"45.8"	"36.6666666666667"	"5.33291665038935"	"7.14325862550487"	"70"	"0.0673564429981214"	"0.207729534288324"	"29"	"46"	"56"	"58"	"40"	"25"	"17"	"86"	"133"	"37"	"25"	"36"	"10"	"12"	"17"	"13"	"39"	"29"	"15"	"29"	"39"	"43"	"55"
"M00793"	"dTDP-L-rhamnose biosynthesis"	"1310.6"	"1293.22222222222"	"78.7004447255541"	"123.208244874027"	"50.5"	"0.709319561853641"	"0.846874218795069"	"1180"	"1234"	"1371"	"1592"	"1176"	"1080"	"768"	"1191"	"1312"	"1495"	"1436"	"1332"	"867"	"648"	"749"	"1234"	"1431"	"783"	"1301"	"1147"	"2141"	"1567"	"2796"
"M00795"	"dTDP-beta-L-noviose biosynthesis"	"2.6"	"3"	"0.509901951359279"	"0.599564111820418"	"45.5"	"1"	"1"	"3"	"2"	"1"	"4"	"3"	"3"	"1"	"1"	"3"	"4"	"1"	"4"	"1"	"1"	"0"	"8"	"7"	"0"	"1"	"2"	"5"	"7"	"5"
"M00796"	"dTDP-D-mycaminose biosynthesis"	"8.8"	"20.2222222222222"	"1.15758369027902"	"3.26153614270439"	"21.5"	"0.0845265125629991"	"0.250171210569522"	"8"	"9"	"6"	"13"	"8"	"6"	"22"	"9"	"47"	"22"	"24"	"11"	"11"	"6"	"6"	"23"	"14"	"6"	"25"	"14"	"35"	"32"	"51"
"M00797"	"dTDP-D-desosamine biosynthesis"	"35.8"	"48.2777777777778"	"4.01746188532013"	"5.32401487131998"	"29"	"0.247733102666157"	"0.505100270435998"	"37"	"39"	"31"	"48"	"24"	"21"	"42"	"41"	"88"	"56"	"49"	"33"	"36"	"30"	"38"	"61"	"50"	"20"	"50"	"30"	"75"	"43"	"106"
"M00798"	"dTDP-L-mycarose biosynthesis"	"12.6"	"9.61111111111111"	"0.748331477354788"	"0.953627024859173"	"71.5"	"0.0504786497087796"	"0.1871279236679"	"10"	"14"	"12"	"14"	"13"	"6"	"8"	"10"	"12"	"8"	"8"	"8"	"9"	"7"	"6"	"6"	"11"	"4"	"13"	"8"	"14"	"14"	"21"
"M00799"	"dTDP-L-oleandrose biosynthesis"	"4.8"	"4.44444444444444"	"0.969535971483266"	"0.561407092065161"	"53.5"	"0.545168021486876"	"0.762925924448042"	"6"	"7"	"2"	"6"	"3"	"2"	"4"	"6"	"7"	"2"	"1"	"5"	"5"	"6"	"4"	"4"	"6"	"1"	"1"	"5"	"5"	"10"	"6"
"M00800"	"dTDP-L-megosamine biosynthesis"	"6.2"	"4.11111111111111"	"1.35646599662505"	"0.609772747173365"	"64"	"0.163486164463549"	"0.397347167934586"	"4"	"9"	"8"	"8"	"2"	"2"	"2"	"9"	"6"	"4"	"3"	"4"	"3"	"1"	"3"	"3"	"7"	"1"	"2"	"2"	"6"	"9"	"7"
"M00801"	"dTDP-L-olivose biosynthesis"	"1.6"	"3"	"0.509901951359279"	"0.646761666763555"	"34.5"	"0.444935607134437"	"0.705551530454868"	"0"	"2"	"2"	"1"	"3"	"1"	"2"	"8"	"3"	"1"	"2"	"1"	"4"	"9"	"1"	"5"	"3"	"1"	"0"	"2"	"1"	"8"	"2"
"M00802"	"dTDP-D-forosamine biosynthesis"	"5.8"	"14.6666666666667"	"0.860232526704263"	"1.99836534504769"	"11"	"0.0122451307383054"	"0.0735076875146765"	"8"	"5"	"7"	"6"	"3"	"3"	"17"	"7"	"30"	"16"	"12"	"10"	"8"	"8"	"6"	"17"	"12"	"7"	"20"	"10"	"29"	"24"	"28"
"M00803"	"dTDP-D-angolosamine biosynthesis"	"8.8"	"10.9444444444444"	"1.59373774505092"	"1.56445864892541"	"38.5"	"0.653356901748235"	"0.822785165903455"	"5"	"13"	"8"	"12"	"6"	"6"	"11"	"11"	"24"	"12"	"16"	"7"	"6"	"3"	"2"	"11"	"9"	"2"	"9"	"11"	"14"	"18"	"25"
"M00804"	"Complete nitrification, comammox, ammonia => nitrite => nitrate"	"357.2"	"269.055555555556"	"12.5833222958009"	"19.0299853211114"	"77"	"0.0188516491230623"	"0.0929940828772575"	"356"	"343"	"344"	"406"	"337"	"162"	"208"	"306"	"368"	"258"	"280"	"273"	"221"	"227"	"208"	"232"	"313"	"164"	"287"	"244"	"361"	"235"	"496"
"M00810"	"Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde"	"108.4"	"102.277777777778"	"11.0571244001322"	"9.07766257796841"	"47"	"0.910935460551609"	"0.923915806568"	"139"	"126"	"94"	"106"	"77"	"97"	"62"	"153"	"101"	"78"	"57"	"85"	"138"	"128"	"113"	"146"	"137"	"103"	"40"	"85"	"128"	"32"	"158"
"M00811"	"Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde"	"4.2"	"1.61111111111111"	"1.15758369027902"	"0.324781363249658"	"74.5"	"0.0269786499254868"	"0.119291138827152"	"5"	"3"	"1"	"4"	"8"	"1"	"0"	"5"	"1"	"0"	"2"	"1"	"1"	"1"	"2"	"1"	"3"	"3"	"0"	"3"	"0"	"2"	"3"
"M00819"	"Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone"	"10"	"26.6666666666667"	"1.34164078649987"	"2.95831607285768"	"5"	"0.00317030189386999"	"0.0465400318020115"	"13"	"10"	"7"	"13"	"7"	"16"	"24"	"40"	"51"	"17"	"17"	"16"	"37"	"28"	"31"	"37"	"24"	"23"	"13"	"12"	"33"	"11"	"50"
"M00823"	"Chlortetracycline biosynthesis, pretetramide => chlortetracycline"	"25.2"	"30.2777777777778"	"2.98998327754521"	"3.10366171632521"	"35.5"	"0.501806211940978"	"0.737272669906911"	"18"	"29"	"29"	"32"	"18"	"28"	"10"	"33"	"35"	"45"	"30"	"41"	"20"	"16"	"22"	"23"	"31"	"28"	"17"	"32"	"47"	"22"	"65"
"M00824"	"9-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 9-membered enediyne core"	"7.4"	"45.3333333333333"	"1.77763888346312"	"6.12985835062221"	"1.5"	"0.0013393657533799"	"0.0329849270501726"	"4"	"10"	"6"	"13"	"4"	"37"	"28"	"23"	"48"	"27"	"29"	"40"	"45"	"77"	"55"	"96"	"86"	"25"	"10"	"25"	"62"	"18"	"85"
"M00825"	"10-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 10-membered enediyne core"	"7.4"	"45.3333333333333"	"1.77763888346312"	"6.12985835062221"	"1.5"	"0.0013393657533799"	"0.0329849270501726"	"4"	"10"	"6"	"13"	"4"	"37"	"28"	"23"	"48"	"27"	"29"	"40"	"45"	"77"	"55"	"96"	"86"	"25"	"10"	"25"	"62"	"18"	"85"
"M00827"	"C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP"	"9.2"	"9.44444444444444"	"1.35646599662505"	"1.46243199321738"	"49.5"	"0.764290839645235"	"0.860413307207979"	"8"	"6"	"10"	"14"	"8"	"11"	"6"	"12"	"5"	"5"	"3"	"9"	"16"	"20"	"18"	"20"	"16"	"8"	"1"	"5"	"5"	"2"	"8"
"M00829"	"3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA"	"0"	"0.888888888888889"	"0"	"0.278756445910276"	"22.5"	"0.0607897941489669"	"0.204283685562624"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"3"	"1"	"0"	"1"	"0"	"4"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"
"M00832"	"Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP"	"9.2"	"9.44444444444444"	"1.35646599662505"	"1.46243199321738"	"49.5"	"0.764290839645235"	"0.860413307207979"	"8"	"6"	"10"	"14"	"8"	"11"	"6"	"12"	"5"	"5"	"3"	"9"	"16"	"20"	"18"	"20"	"16"	"8"	"1"	"5"	"5"	"2"	"8"
"M00835"	"Pyocyanine biosynthesis, chorismate => pyocyanine"	"141.2"	"176.444444444444"	"9.22713389953782"	"14.2143309398231"	"25"	"0.145701785793658"	"0.364505470190293"	"139"	"146"	"146"	"166"	"109"	"146"	"85"	"164"	"185"	"201"	"190"	"186"	"155"	"117"	"127"	"196"	"192"	"118"	"129"	"191"	"266"	"177"	"351"
"M00840"	"Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF"	"536.4"	"443.5"	"17.07219962395"	"34.5663376617542"	"77"	"0.0188516491230623"	"0.0929940828772575"	"545"	"554"	"506"	"586"	"491"	"342"	"263"	"499"	"472"	"452"	"463"	"463"	"344"	"274"	"333"	"451"	"534"	"322"	"336"	"422"	"688"	"467"	"858"
"M00841"	"Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF"	"591.8"	"539.777777777778"	"22.5264289224901"	"42.1974471516316"	"62"	"0.226812089512318"	"0.478391016385176"	"552"	"565"	"622"	"666"	"554"	"382"	"329"	"593"	"532"	"594"	"591"	"569"	"423"	"337"	"378"	"586"	"584"	"377"	"490"	"538"	"792"	"544"	"1077"
"M00842"	"Tetrahydrobiopterin biosynthesis, GTP => BH4"	"534.8"	"530.277777777778"	"30.2843193748844"	"45.7283686177578"	"50"	"0.745341614906832"	"0.846874218795069"	"482"	"481"	"566"	"639"	"506"	"451"	"302"	"448"	"433"	"632"	"616"	"588"	"387"	"279"	"339"	"549"	"610"	"306"	"584"	"551"	"812"	"599"	"1059"
"M00843"	"L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4"	"534.8"	"530.277777777778"	"30.2843193748844"	"45.7283686177578"	"50"	"0.745341614906832"	"0.846874218795069"	"482"	"481"	"566"	"639"	"506"	"451"	"302"	"448"	"433"	"632"	"616"	"588"	"387"	"279"	"339"	"549"	"610"	"306"	"584"	"551"	"812"	"599"	"1059"
"M00844"	"Arginine biosynthesis, ornithine => arginine"	"1134"	"1202.66666666667"	"40.7320512618748"	"87.4469026570623"	"38"	"0.638473654491961"	"0.813610524994964"	"1101"	"1080"	"1180"	"1269"	"1040"	"877"	"762"	"1198"	"1242"	"1294"	"1319"	"1197"	"1031"	"755"	"895"	"1320"	"1340"	"819"	"1089"	"1152"	"1740"	"1323"	"2295"
"M00845"	"Arginine biosynthesis, glutamate => acetylcitrulline => arginine"	"1673.6"	"1567"	"69.7141305618882"	"127.729033043991"	"57"	"0.403280929596719"	"0.660732594473196"	"1562"	"1582"	"1762"	"1907"	"1555"	"1173"	"877"	"1545"	"1698"	"1747"	"1783"	"1632"	"1198"	"834"	"1046"	"1617"	"1754"	"1041"	"1488"	"1513"	"2328"	"1835"	"3097"
"M00846"	"Siroheme biosynthesis, glutamyl-tRNA => siroheme"	"2338.8"	"2534.66666666667"	"118.475482695788"	"209.573999909122"	"39"	"0.691134952004517"	"0.828910220214568"	"2226"	"2115"	"2421"	"2765"	"2167"	"1925"	"1323"	"2382"	"2473"	"2918"	"2885"	"2728"	"1952"	"1541"	"1722"	"2612"	"2898"	"1730"	"2407"	"2500"	"3920"	"2614"	"5094"
"M00848"	"Aurachin biosynthesis, anthranilate => aurachin A"	"312.4"	"287.055555555556"	"14.9753130184314"	"26.1710652256878"	"62"	"0.226812089512318"	"0.478391016385176"	"281"	"296"	"336"	"359"	"290"	"250"	"134"	"279"	"288"	"309"	"311"	"328"	"207"	"145"	"171"	"278"	"361"	"209"	"246"	"265"	"471"	"323"	"592"
"M00849"	"C5 isoprenoid biosynthesis, mevalonate pathway, archaea"	"1642.6"	"1876"	"71.9073014373367"	"126.933259186006"	"34"	"0.446016226336592"	"0.705551530454868"	"1715"	"1661"	"1574"	"1847"	"1416"	"1198"	"1492"	"1761"	"2530"	"1971"	"1982"	"1710"	"1719"	"1360"	"1410"	"2221"	"2055"	"1340"	"1857"	"1637"	"2499"	"1610"	"3416"
"M00850"	"Vibrio cholerae pathogenicity signature, cholera toxins"	"1"	"0.222222222222222"	"0.316227766016838"	"0.129239999563956"	"73"	"0.0112365263101246"	"0.0698950026409445"	"1"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"1"	"0"	"0"	"0"
"M00851"	"Carbapenem resistance"	"1.6"	"0.166666666666667"	"0.4"	"0.0903876907577734"	"85.5"	"0.000387815982755623"	"0.0302864775020127"	"1"	"1"	"1"	"2"	"3"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"M00852"	"Vibrio cholerae pathogenicity signature, toxin coregulated pilus"	"0"	"0.0555555555555556"	"0"	"0.0555555555555556"	"42.5"	"0.673289979659996"	"0.828910220214568"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"M00854"	"Glycogen biosynthesis, glucose-1P => glycogen/starch"	"1458.2"	"1639.44444444444"	"66.8456430891348"	"124.03773994054"	"35"	"0.490950696900354"	"0.737272669906911"	"1356"	"1378"	"1509"	"1699"	"1349"	"1348"	"911"	"1482"	"1511"	"1797"	"1833"	"1669"	"1360"	"1196"	"1231"	"1801"	"1737"	"1156"	"1494"	"1578"	"2433"	"1716"	"3257"
"M00855"	"Glycogen degradation, glycogen => glucose-6P"	"2213.6"	"3113.94444444444"	"107.094164173404"	"270.411553590408"	"19"	"0.055395405509822"	"0.194024504780178"	"2095"	"2041"	"2371"	"2556"	"2005"	"2903"	"1541"	"2537"	"2691"	"3503"	"3576"	"3566"	"2484"	"2087"	"2366"	"3424"	"3233"	"1952"	"2286"	"3246"	"4863"	"3286"	"6507"
"M00859"	"Bacillus anthracis pathogenicity signature, anthrax toxin"	"0.2"	"0.0555555555555556"	"0.2"	"0.0555555555555556"	"51.5"	"0.359942102475147"	"0.646778695077999"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"M00860"	"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis"	"165.2"	"271.944444444444"	"4.38634243989226"	"21.7878169804296"	"5.5"	"0.00363369736452181"	"0.0470269171624556"	"151"	"165"	"178"	"169"	"163"	"192"	"187"	"178"	"323"	"265"	"272"	"275"	"269"	"234"	"240"	"303"	"352"	"133"	"234"	"226"	"434"	"259"	"519"
"M00861"	"beta-Oxidation, peroxisome, VLCFA"	"31.6"	"19.6666666666667"	"4.1182520563948"	"2.15418728893683"	"76"	"0.0224672146660558"	"0.103930573696342"	"44"	"31"	"25"	"37"	"21"	"11"	"12"	"45"	"14"	"22"	"21"	"19"	"14"	"14"	"13"	"28"	"21"	"12"	"16"	"16"	"26"	"14"	"36"
"M00862"	"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA"	"25.4"	"14.1111111111111"	"2.97657521322744"	"1.46392097917227"	"82"	"0.00639870163547766"	"0.0568335553720278"	"33"	"20"	"23"	"32"	"19"	"8"	"9"	"12"	"10"	"19"	"20"	"17"	"9"	"7"	"7"	"17"	"15"	"9"	"13"	"14"	"25"	"14"	"29"
"M00866"	"KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type"	"2045.6"	"1775.5"	"131.661915526093"	"190.604752219423"	"59.5"	"0.296598170213151"	"0.566935044105346"	"1852"	"1759"	"2172"	"2495"	"1950"	"1448"	"683"	"1449"	"1587"	"2264"	"2290"	"2171"	"1037"	"663"	"987"	"1544"	"2072"	"1046"	"1852"	"1849"	"2970"	"2192"	"3855"
"M00867"	"KDO2-lipid A modification pathway"	"5.8"	"1.22222222222222"	"0.66332495807108"	"0.249909206461505"	"89.5"	"0.000684702216195683"	"0.0302864775020127"	"4"	"6"	"5"	"8"	"6"	"1"	"0"	"1"	"4"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"3"	"0"	"0"	"0"	"1"	"2"
"M00868"	"Heme biosynthesis, animals and fungi, glycine => heme"	"1790"	"1896.44444444444"	"85.3340494761616"	"166.871858438466"	"39"	"0.681771393662947"	"0.828910220214568"	"1656"	"1661"	"1904"	"2073"	"1656"	"1475"	"956"	"1716"	"1733"	"2114"	"2260"	"2007"	"1446"	"1055"	"1243"	"1961"	"2176"	"1282"	"1907"	"1797"	"2977"	"2086"	"3945"
